cid,ts,acx,acy,acz,Date,Date Time,gyx,gyY,gyz,Time
c3,1.65332E+12,-3256,6156,12048,5/23/2022,"05/23/2022, 20:58:51",-1344,-324,-159,20:58:51
c3,1.65332E+12,-3264,6232,12092,5/23/2022,"05/23/2022, 20:58:51",-1328,-339,-159,20:58:51
c3,1.65332E+12,-3248,6324,12100,5/23/2022,"05/23/2022, 20:58:51",-1312,-340,-158,20:58:51
c3,1.65332E+12,-3184,6232,12000,5/23/2022,"05/23/2022, 20:58:51",-1344,-336,-155,20:58:51
c3,1.65332E+12,-3248,6200,12048,5/23/2022,"05/23/2022, 20:58:51",-1328,-331,-152,20:58:51
c3,1.65332E+12,-3140,6236,12080,5/23/2022,"05/23/2022, 20:58:51",-1296,-343,-174,20:58:51
c3,1.65332E+12,-3200,6216,12148,5/23/2022,"05/23/2022, 20:58:51",-1312,-337,-176,20:58:51
c3,1.65332E+12,-3236,6236,11972,5/23/2022,"05/23/2022, 20:58:51",-1312,-353,-164,20:58:51
c3,1.65332E+12,-3200,6308,12024,5/23/2022,"05/23/2022, 20:58:51",-1328,-321,-177,20:58:51
c3,1.65332E+12,-3244,6236,11920,5/23/2022,"05/23/2022, 20:58:51",-1312,-348,-176,20:58:51
c3,1.65332E+12,-3216,6324,11928,5/23/2022,"05/23/2022, 20:58:51",-1328,-331,-193,20:58:51
c3,1.65332E+12,-3116,6252,11812,5/23/2022,"05/23/2022, 20:58:51",-1296,-341,-171,20:58:51
c3,1.65332E+12,-3100,6172,12084,5/23/2022,"05/23/2022, 20:58:51",-1312,-330,-153,20:58:51
c3,1.65332E+12,-3064,6224,11980,5/23/2022,"05/23/2022, 20:58:51",-1328,-324,-163,20:58:51
c3,1.65332E+12,-3252,6256,12080,5/23/2022,"05/23/2022, 20:58:51",-1328,-367,-185,20:58:51
c3,1.65332E+12,-3136,6216,11892,5/23/2022,"05/23/2022, 20:58:51",-1344,-322,-159,20:58:51
c3,1.65332E+12,-3220,6232,12004,5/23/2022,"05/23/2022, 20:58:51",-1328,-353,-181,20:58:51
c3,1.65332E+12,-3188,6172,12088,5/23/2022,"05/23/2022, 20:58:51",-1312,-355,-187,20:58:51
c3,1.65332E+12,-3188,6256,11976,5/23/2022,"05/23/2022, 20:58:51",-1312,-350,-182,20:58:51
c3,1.65332E+12,-3084,6132,12136,5/23/2022,"05/23/2022, 20:58:51",-1328,-317,-185,20:58:51
c3,1.65332E+12,-3252,6308,12188,5/23/2022,"05/23/2022, 20:58:51",-1344,-330,-144,20:58:51
c3,1.65332E+12,-2956,6444,11912,5/23/2022,"05/23/2022, 20:58:51",-1344,-1101,26,20:58:51
ch011,1.657E+12,-6152,14688,-3972,7/5/2022,"07/05/2022, 10:18:29",-1648,38,-145,10:18:29
ch011,1.657E+12,-8708,10460,-1096,7/5/2022,"07/05/2022, 10:18:29",-1616,4847,-9901,10:18:29
ch011,1.657E+12,-16852,9492,-360,7/5/2022,"07/05/2022, 10:18:29",-1632,-6012,8055,10:18:29
ch011,1.657E+12,-22248,-1520,-2752,7/5/2022,"07/05/2022, 10:18:29",-1616,-3642,-6783,10:18:29
ch011,1.657E+12,-8052,-10984,-6788,7/5/2022,"07/05/2022, 10:18:29",-1552,-13769,-13218,10:18:29
ch011,1.657E+12,-6744,-688,-3060,7/5/2022,"07/05/2022, 10:18:29",-1488,13923,-10195,10:18:29
ch011,1.657E+12,-18888,-3460,-5496,7/5/2022,"07/05/2022, 10:18:29",-1504,-1393,1193,10:18:29
ch011,1.657E+12,-14264,-11424,-76,7/5/2022,"07/05/2022, 10:18:29",-1488,2616,7,10:18:29
ch011,1.657E+12,-8936,1028,-1580,7/5/2022,"07/05/2022, 10:18:29",-1456,-6473,5990,10:18:29
ch011,1.657E+12,-14588,-6088,2564,7/5/2022,"07/05/2022, 10:18:29",-1440,7997,-16078,10:18:29
ch011,1.657E+12,-16656,3340,-3572,7/5/2022,"07/05/2022, 10:18:29",-1440,-2221,-5357,10:18:29
ch011,1.657E+12,-11920,-4624,724,7/5/2022,"07/05/2022, 10:18:29",-1376,-23255,6616,10:18:29
ch011,1.657E+12,-10776,7488,-10812,7/5/2022,"07/05/2022, 10:18:29",-1376,1622,366,10:18:29
ch011,1.657E+12,-10128,5100,-13836,7/5/2022,"07/05/2022, 10:18:29",-1360,-317,221,10:18:29
ch011,1.657E+12,-10060,4972,-13532,7/5/2022,"07/05/2022, 10:18:29",-1344,-168,210,10:18:29
ch011,1.657E+12,-9476,5064,-14192,7/5/2022,"07/05/2022, 10:18:29",-1328,824,-1029,10:18:29
ch011,1.657E+12,-9644,5120,-14428,7/5/2022,"07/05/2022, 10:18:29",-1312,62,-52,10:18:29
ch011,1.657E+12,-9604,5016,-13548,7/5/2022,"07/05/2022, 10:18:29",-1296,-1232,721,10:18:29
ch011,1.657E+12,-9436,5220,-14296,7/5/2022,"07/05/2022, 10:18:29",-1264,401,-147,10:18:29
ch011,1.657E+12,-9588,4804,-14148,7/5/2022,"07/05/2022, 10:18:29",-1264,-94,-236,10:18:29
ch011,1.657E+12,-8976,5316,-16496,7/5/2022,"07/05/2022, 10:18:29",-1248,648,-1213,10:18:29
ch011,1.657E+12,-9320,4640,-14860,7/5/2022,"07/05/2022, 10:18:29",-1200,199,272,10:18:29
ch011,1.657E+12,-9520,4060,-14636,7/5/2022,"07/05/2022, 10:18:29",-1216,-435,7,10:18:29
ch011,1.657E+12,-10032,3820,-13344,7/5/2022,"07/05/2022, 10:18:29",-1200,6538,-511,10:18:29
ch011,1.657E+12,-18352,2872,-15236,7/5/2022,"07/05/2022, 10:18:29",-1168,-21997,-14238,10:18:29
ch011,1.657E+12,-11260,4464,-2752,7/5/2022,"07/05/2022, 10:18:29",-1168,18507,-10096,10:18:29
ch011,1.657E+12,-27080,6312,-3492,7/5/2022,"07/05/2022, 10:18:29",-1152,16090,28740,10:18:29
ch011,1.657E+12,-16916,5784,-9940,7/5/2022,"07/05/2022, 10:18:29",-1120,-9136,-3996,10:18:29
ch011,1.657E+12,-9792,8280,-5772,7/5/2022,"07/05/2022, 10:18:29",-1104,-11977,6429,10:18:29
ch011,1.657E+12,-12732,8048,-6592,7/5/2022,"07/05/2022, 10:18:29",-1088,-225,353,10:18:29
ch011,1.657E+12,-14292,5460,-7672,7/5/2022,"07/05/2022, 10:18:29",-1120,-1010,31,10:18:29
ch011,1.657E+12,-16660,3880,-10472,7/5/2022,"07/05/2022, 10:18:29",-1072,-3434,3995,10:18:29
ch011,1.657E+12,-11904,2868,-13432,7/5/2022,"07/05/2022, 10:18:29",-1104,-8236,-7839,10:18:29
ch011,1.657E+12,-13388,3432,-9628,7/5/2022,"07/05/2022, 10:18:29",-1104,14509,3937,10:18:29
ch011,1.657E+12,-4916,3300,-17928,7/5/2022,"07/05/2022, 10:18:29",-1072,1254,-2379,10:18:29
ch011,1.657E+12,-2008,-2232,-18032,7/5/2022,"07/05/2022, 10:18:29",-1056,2808,1111,10:18:29
ch011,1.657E+12,-8992,7336,-12452,7/5/2022,"07/05/2022, 10:18:29",-1040,-7521,-4954,10:18:29
ch011,1.657E+12,-9920,12048,-1552,7/5/2022,"07/05/2022, 10:18:29",-1072,-20,-66,10:18:29
ch009,1.657E+12,-12308,8044,3012,7/5/2022,"07/05/2022, 10:34:45",-736,-226,252,10:34:45
ch009,1.657E+12,-13560,5828,4372,7/5/2022,"07/05/2022, 10:34:45",-736,-1523,7435,10:34:45
ch009,1.657E+12,-22952,11468,4212,7/5/2022,"07/05/2022, 10:34:45",-720,850,2034,10:34:45
ch009,1.657E+12,-17420,7496,5072,7/5/2022,"07/05/2022, 10:34:45",-704,-812,-6695,10:34:45
ch009,1.657E+12,-9588,2392,9200,7/5/2022,"07/05/2022, 10:34:45",-704,-844,-6915,10:34:45
ch009,1.657E+12,-4940,-6512,12088,7/5/2022,"07/05/2022, 10:34:45",-704,-1858,-3316,10:34:45
ch009,1.657E+12,-5956,192,13168,7/5/2022,"07/05/2022, 10:34:45",-704,49,510,10:34:45
ch009,1.657E+12,-8796,-10328,32767,7/5/2022,"07/05/2022, 10:34:45",-736,16713,11413,10:34:45
ch009,1.657E+12,1788,788,3776,7/5/2022,"07/05/2022, 10:34:45",-736,957,5015,10:34:45
ch009,1.657E+12,-1156,-8604,13316,7/5/2022,"07/05/2022, 10:34:45",-736,15307,-7710,10:34:45
ch009,1.657E+12,-6560,-3584,11424,7/5/2022,"07/05/2022, 10:34:45",-688,-20257,-14010,10:34:45
ch009,1.657E+12,-2588,-3176,24540,7/5/2022,"07/05/2022, 10:34:45",-736,21928,10256,10:34:45
ch009,1.657E+12,-7376,3484,11552,7/5/2022,"07/05/2022, 10:34:45",-704,-220,-83,10:34:45
ch009,1.657E+12,-8432,3268,11168,7/5/2022,"07/05/2022, 10:34:45",-720,256,200,10:34:45
ch009,1.657E+12,-10252,4692,10792,7/5/2022,"07/05/2022, 10:34:45",-736,1320,1689,10:34:45
ch009,1.657E+12,-8424,3860,10596,7/5/2022,"07/05/2022, 10:34:45",-768,-294,-416,10:34:45
ch009,1.657E+12,-8520,3892,10720,7/5/2022,"07/05/2022, 10:34:45",-736,15,-100,10:34:45
ch009,1.657E+12,-8680,4116,10760,7/5/2022,"07/05/2022, 10:34:45",-784,-107,192,10:34:45
ch009,1.657E+12,-8496,3884,10768,7/5/2022,"07/05/2022, 10:34:45",-768,-216,-258,10:34:45
ch009,1.657E+12,-8580,4192,10812,7/5/2022,"07/05/2022, 10:34:45",-784,-121,122,10:34:45
ch009,1.657E+12,-8576,3856,10848,7/5/2022,"07/05/2022, 10:34:45",-768,-71,281,10:34:45
ch009,1.657E+12,-8404,3924,10564,7/5/2022,"07/05/2022, 10:34:45",-736,-261,-61,10:34:45
ch009,1.657E+12,-4100,-6624,17284,7/5/2022,"07/05/2022, 10:34:45",-768,8701,778,10:34:45
ch009,1.657E+12,1264,-3748,11544,7/5/2022,"07/05/2022, 10:34:45",-736,30,7116,10:34:45
ch009,1.657E+12,-3704,-5076,14820,7/5/2022,"07/05/2022, 10:34:45",-752,1583,-5772,10:34:45
ch009,1.657E+12,-15028,8328,5168,7/5/2022,"07/05/2022, 10:34:45",-752,218,6450,10:34:45
ch009,1.657E+12,-7444,3836,12808,7/5/2022,"07/05/2022, 10:34:45",-784,1314,7528,10:34:45
ch009,1.657E+12,-7044,5124,11232,7/5/2022,"07/05/2022, 10:34:45",-768,-49,-561,10:34:45
ch009,1.657E+12,-7028,5608,11272,7/5/2022,"07/05/2022, 10:34:45",-800,-236,-197,10:34:45
ch009,1.657E+12,-7056,5412,11236,7/5/2022,"07/05/2022, 10:34:45",-816,-340,-217,10:34:45
ch009,1.657E+12,-4772,6904,13404,7/5/2022,"07/05/2022, 10:34:45",-800,406,3874,10:34:45
ch009,1.657E+12,-2452,-1732,6292,7/5/2022,"07/05/2022, 10:34:45",-768,-1744,2332,10:34:45
ch009,1.657E+12,-6224,-3160,6560,7/5/2022,"07/05/2022, 10:34:45",-832,-9267,-6442,10:34:45
ch009,1.657E+12,-10348,6436,5412,7/5/2022,"07/05/2022, 10:34:45",-832,2763,2320,10:34:45
